Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Method
1,2,16,18,2,60,300,180000,45000,0.25,1
1,2,16,18,3,55,275,151250,37812,0.25,1
1,2,16,18,4,65,250,162500,24375,0.15,1
1,2,16,18,5,70,300,210000,84000,0.4,1
1,2,16,18,0,55,525,288750,72187,0.25,1
1,2,16,18,1,60,600,360000,72000,0.2,1
1,2,16,18,2,55,425,233750,58437,0.25,1
1,2,16,18,3,65,400,260000,65000,0.25,1
1,2,16,18,4,85,375,318750,47812,0.15,1
1,2,16,18,5,90,500,450000,180000,0.4,1
1,2,16,18,0,75,700,525000,131250,0.25,1
1,2,16,18,1,85,700,595000,119000,0.2,1
2,2,16,18,2,80,500,400000,100000,0.25,1
2,2,16,18,3,80,500,400000,100000,0.25,1
2,2,16,18,4,90,425,382500,57375,0.15,1
2,2,16,18,5,95,525,498750,199500,0.4,1
2,2,16,18,0,40,425,170000,51000,0.3,1
2,2,16,18,1,50,425,212500,53125,0.25,1
2,2,16,18,2,50,425,212500,63750,0.3,1
2,2,16,18,3,50,275,137500,41250,0.3,1
2,2,16,18,4,55,225,123750,24750,0.2,1
2,2,16,18,5,50,475,237500,106875,0.45,1
2,2,16,18,0,40,525,210000,63000,0.3,1
2,2,16,18,1,50,425,212500,53125,0.25,1
2,2,16,18,2,50,425,212500,63750,0.3,1
2,4,8,19,3,50,275,137500,41250,0.3,1
2,4,8,19,4,55,200,110000,22000,0.2,1
2,4,8,19,5,50,400,200000,90000,0.45,1
2,4,8,19,0,50,550,275000,82500,0.3,1
2,4,8,19,1,60,400,240000,60000,0.25,1
2,4,8,19,2,65,425,276249,82874,0.3,1
2,4,8,19,3,60,325,195000,58500,0.3,1
2,4,8,19,4,65,175,113750,22750,0.2,1
2,4,8,19,5,60,375,225000,101250,0.45,1
1,4,8,19,0,65,550,357500,107250,0.3,1
1,4,8,19,1,70,350,245000,61250,0.25,1
1,4,8,19,2,70,400,280000,84000,0.3,1
1,4,8,19,3,55,300,165000,49500,0.3,1
1,4,8,19,4,60,200,120000,24000,0.2,1
1,4,8,19,5,75,375,281250,126562,0.45,1
1,4,8,19,0,60,575,345000,103500,0.3,1
1,4,8,19,1,65,425,276250,69062,0.25,1
1,4,8,19,2,65,425,276250,82875,0.3,1
1,4,8,19,3,60,325,195000,58500,0.3,1
1,4,8,19,4,55,225,123749,24750,0.2,1
1,4,8,19,5,70,575,402500,181125,0.45,1
1,4,8,19,0,65,825,536249,160874,0.3,1
1,4,8,19,1,70,700,490000,122500,0.25,0
1,4,8,19,2,85,700,595000,178500,0.3,0
1,4,8,19,3,85,575,488750,146625,0.3,0
1,4,8,19,4,95,450,427500,85500,0.2,0
1,4,8,19,5,110,750,825000,371250,0.45,0
1,4,8,19,0,90,900,810000,243000,0.3,0
1,4,8,19,1,95,750,712500,178125,0.25,0
1,4,8,19,2,95,700,665000,199500,0.3,0
1,4,8,19,3,90,600,540000,162000,0.3,0
1,4,8,19,4,95,650,617500,123500,0.2,0
1,4,8,19,5,110,650,715000,321750,0.45,0
1,4,8,19,0,95,850,807500,242250,0.3,0
1,4,8,19,1,85,825,701250,175312,0.25,0
1,4,8,19,2,80,700,560000,168000,0.3,0
1,4,8,19,3,80,475,380000,114000,0.3,0
1,4,8,19,4,80,475,380000,76000,0.2,0
1,4,8,19,5,85,300,255000,114750,0.45,0
1,4,8,19,0,60,500,300000,90000,0.3,0
1,4,8,19,1,65,500,325000,81250,0.25,0
1,4,8,19,2,60,300,180000,54000,0.3,0
1,4,8,19,3,60,250,150000,45000,0.3,0
1,4,8,19,4,70,275,192500,38500,0.2,0
1,4,8,19,5,55,300,164999,74249,0.45,0
1,4,8,19,0,50,400,200000,60000,0.3,0
1,4,8,19,1,65,575,373750,93437,0.25,0
1,4,8,19,2,60,400,240000,72000,0.3,0
1,4,8,19,3,55,375,206250,61875,0.3,0
1,4,8,19,4,65,350,227500,45500,0.2,0
1,4,8,19,5,70,400,280000,126000,0.45,0
1,4,8,19,0,55,625,343750,103125,0.3,0
1,4,8,19,1,60,700,420000,105000,0.25,0
1,4,8,19,2,55,525,288750,86625,0.3,0
1,4,8,19,3,65,500,325000,97500,0.3,0
1,4,8,19,4,85,475,403750,80750,0.2,0
1,4,8,19,5,90,600,540000,243000,0.45,0
1,4,8,19,0,75,800,600000,180000,0.3,0
1,4,8,19,1,85,800,680000,170000,0.25,0
3,4,8,19,2,80,600,480000,144000,0.3,0
3,4,8,19,3,80,600,480000,144000,0.3,0
3,4,8,19,4,90,525,472500,94500,0.2,0
3,4,8,19,5,95,625,593750,267187,0.45,0
3,4,8,19,0,45,850,382500,172125,0.45,0
3,4,8,19,1,45,650,292500,102375,0.35,0
3,4,8,19,2,35,650,227500,56875,0.25,0
3,4,8,19,3,40,500,200000,60000,0.3,0
3,4,8,19,4,55,550,302500,105875,0.35,0
3,4,8,19,5,45,650,292500,146250,0.5,0
3,4,8,19,0,45,900,405000,182250,0.45,0
3,4,8,19,1,45,550,247500,86625,0.35,0
3,4,8,19,2,35,600,210000,52500,0.25,0
3,0,0,20,3,40,475,190000,57000,0.3,0
3,0,0,20,4,55,550,302500,105875,0.35,0
3,0,0,20,5,45,650,292500,146250,0.5,0
3,0,0,20,0,45,870,391500,176175,0.45,0
3,0,0,20,1,45,550,247500,86625,0.35,0
3,0,0,20,2,35,575,201250,50312,0.25,0
3,0,0,20,3,40,425,170000,51000,0.3,0
3,0,0,20,4,55,475,261250,91437,0.35,0
3,0,0,20,5,45,575,258750,129375,0.5,0
3,0,0,20,0,45,825,371250,167062,0.45,0
3,0,0,20,1,45,525,236250,82687,0.35,0
3,0,0,20,2,35,525,183750,45937,0.25,0
3,0,0,20,3,40,450,180000,54000,0.3,0
3,0,0,20,4,55,475,261250,91437,0.35,0
3,0,0,20,5,45,600,270000,135000,0.5,0
3,0,0,20,0,55,870,478500,215325,0.45,0
3,0,0,20,1,55,575,316250,110687,0.35,0
3,0,0,20,2,50,550,275000,68750,0.25,0
3,0,0,20,3,50,500,250000,75000,0.3,0
3,0,0,20,4,60,525,315000,110250,0.35,0
3,0,0,20,5,65,625,406250,203125,0.5,0
3,0,0,20,0,60,875,525000,236250,0.45,0
3,0,0,20,1,55,625,343750,120312,0.35,0
3,0,0,20,2,50,600,300000,75000,0.25,0
3,0,0,20,3,50,575,287500,86250,0.3,0
3,0,0,20,4,65,575,373750,130812,0.35,0
3,0,0,20,5,70,725,507500,253750,0.5,0
3,0,0,20,0,65,950,617500,277875,0.45,0
3,0,0,20,1,60,700,420000,147000,0.35,0
3,0,0,20,2,55,625,343750,85937,0.25,0
3,0,0,20,3,55,575,316250,94875,0.3,0
3,0,0,20,4,65,600,390000,136500,0.35,0
3,0,0,20,5,70,775,542500,271250,0.5,0
3,0,0,20,0,65,925,601250,270562,0.45,0
3,0,0,20,1,60,700,420000,147000,0.35,0
3,0,0,20,2,55,625,343750,85937,0.25,0
3,0,0,20,3,45,575,258750,77625,0.3,0
3,0,0,20,4,55,550,302500,105875,0.35,0
3,0,0,20,5,60,725,435000,217500,0.5,0
3,0,0,20,0,55,850,467500,210375,0.45,0
3,0,0,20,1,50,650,325000,113750,0.35,0
3,0,0,20,2,45,550,247500,61875,0.25,0
3,0,0,20,3,45,525,236250,70875,0.3,0
3,0,0,20,4,55,525,288750,101062,0.35,0
3,0,0,20,5,60,625,375000,187500,0.5,0
3,0,0,20,0,60,800,480000,216000,0.45,0
3,0,0,20,1,50,625,312500,109375,0.35,0
3,0,0,20,2,50,525,262500,65625,0.25,0
3,0,0,20,3,50,500,250000,75000,0.3,0
3,0,0,20,4,60,500,300000,105000,0.35,0
3,0,0,20,5,65,625,406250,203125,0.5,0
3,0,0,20,0,60,775,465000,209250,0.45,0
3,0,0,20,1,50,600,300000,105000,0.35,0
3,0,0,20,2,50,545,272500,68125,0.25,0
3,0,0,20,3,50,575,287500,86250,0.3,0
3,0,0,20,4,65,550,357500,125124,0.35,0
3,0,0,20,5,70,650,455000,227500,0.5,0
3,0,0,20,0,65,875,568750,255937,0.45,0
3,0,0,20,1,55,675,371250,129937,0.35,0
4,0,0,20,2,55,625,343750,85937,0.25,0
4,0,0,20,3,55,575,316250,94875,0.3,0
4,0,0,20,4,65,575,373750,130812,0.35,0
4,0,0,20,5,70,675,472500,236250,0.5,0
4,0,0,20,0,40,800,320000,160000,0.5,0
4,0,0,20,1,40,600,240000,72000,0.3,0
4,0,0,20,2,30,600,180000,63000,0.35,0
4,0,0,20,3,35,450,157500,55125,0.35,0
4,0,0,20,4,50,500,250000,75000,0.3,0
4,0,0,20,5,40,600,240000,60000,0.25,0
4,0,0,20,0,40,850,340000,170000,0.5,0
4,0,0,20,1,40,500,200000,60000,0.3,0
4,0,0,20,2,30,550,165000,57750,0.35,0
4,2,17,21,3,35,425,148750,52062,0.35,0
4,2,17,21,4,50,500,250000,75000,0.3,0
4,2,17,21,5,40,600,240000,60000,0.25,0
4,2,17,21,0,40,820,328000,164000,0.5,0
4,2,17,21,1,40,525,210000,63000,0.3,0
4,2,17,21,2,30,550,165000,57750,0.35,0
4,2,17,21,3,35,400,140000,49000,0.35,0
4,2,17,21,4,50,450,225000,67500,0.3,0
4,2,17,21,5,40,550,220000,55000,0.25,0
4,2,17,21,0,40,800,320000,160000,0.5,0
4,2,17,21,1,40,500,200000,60000,0.3,0
4,2,17,21,2,30,500,150000,52500,0.35,0
4,2,17,21,3,35,425,148750,52062,0.35,0
4,2,17,21,4,50,425,212500,63750,0.3,0
4,2,17,21,5,40,550,220000,55000,0.25,0
4,2,17,21,0,50,820,410000,205000,0.5,0
4,2,17,21,1,45,525,236250,70875,0.3,0
4,2,17,21,2,40,500,200000,70000,0.35,0
4,2,17,21,3,40,450,180000,62999,0.35,0
4,2,17,21,4,50,475,237500,71250,0.3,0
4,2,17,21,5,55,600,330000,82500,0.25,0
4,2,17,21,0,50,850,425000,212500,0.5,0
4,2,17,21,1,45,600,270000,81000,0.3,0
4,2,17,21,2,40,525,210000,73500,0.35,0
4,2,17,21,3,40,500,200000,70000,0.35,0
4,2,17,21,4,50,500,250000,75000,0.3,0
4,2,17,21,5,55,650,357500,89375,0.25,0
4,2,17,21,0,50,875,437500,218750,0.5,0
4,2,17,21,1,45,625,281250,84375,0.3,0
4,2,17,21,2,40,550,220000,77000,0.35,0
4,2,17,21,3,40,500,200000,70000,0.35,0
4,2,17,21,4,50,525,262500,78750,0.3,0
4,2,17,21,5,55,700,385000,96250,0.25,0
4,2,17,21,0,50,850,425000,212500,0.5,0
4,2,17,21,1,45,625,281250,84375,0.3,0
4,2,17,21,2,40,550,220000,77000,0.35,0
4,2,17,21,3,40,525,210000,73500,0.35,0
4,2,17,21,4,50,500,250000,75000,0.3,0
4,2,17,21,5,55,675,371250,92812,0.25,0
4,2,17,21,0,50,800,400000,200000,0.5,0
4,2,17,21,1,45,600,270000,81000,0.3,0
4,2,17,21,2,40,525,210000,73500,0.35,0
4,2,17,21,3,40,500,200000,70000,0.35,0
4,2,17,21,4,50,500,250000,75000,0.3,0
4,2,17,21,5,55,600,330000,82500,0.25,0
4,2,17,21,0,55,775,426250,213125,0.5,0
4,2,17,21,1,45,600,270000,81000,0.3,0
4,2,17,21,2,45,500,225000,78750,0.35,0
4,2,17,21,3,45,475,213750,74812,0.35,0
4,2,17,21,4,55,475,261250,78375,0.3,0
4,2,17,21,5,60,600,360000,90000,0.25,0
4,2,17,21,0,55,750,412500,206250,0.5,0
4,2,17,21,1,45,575,258750,77625,0.3,0
4,2,17,21,2,45,520,234000,81900,0.35,0
4,2,17,21,3,45,500,225000,78750,0.35,0
4,2,17,21,4,55,475,261250,78375,0.3,0
4,2,17,21,5,60,575,345000,86250,0.25,0
4,2,17,21,0,55,800,440000,220000,0.5,0
4,2,17,21,1,45,600,270000,81000,0.3,0
0,2,17,21,2,45,550,247500,86625,0.35,0
0,2,17,21,3,45,500,225000,78750,0.35,0
0,2,17,21,4,55,500,275000,82500,0.3,0
0,2,17,21,5,60,600,360000,90000,0.25,0
0,2,17,21,0,30,350,105000,36750,0.35,0
0,2,17,21,1,40,350,140000,49000,0.35,0
0,2,17,21,2,40,350,140000,49000,0.35,0
0,2,17,21,3,40,200,80000,28000,0.35,0
0,2,17,21,4,45,150,67500,27000,0.4,0
0,2,17,21,5,40,400,160000,48000,0.3,0
0,2,17,21,0,30,450,135000,47250,0.35,0
0,2,17,21,1,40,350,140000,49000,0.35,0
0,2,17,21,2,40,350,140000,49000,0.35,0
0,4,18,22,3,40,200,80000,28000,0.35,0
0,4,18,22,4,45,125,56250,22500,0.4,0
0,4,18,22,5,40,325,130000,39000,0.3,0
0,4,18,22,0,40,475,190000,66500,0.35,0
0,4,18,22,1,50,325,162500,56875,0.35,0
0,4,18,22,2,55,350,192499,67374,0.35,0
0,4,18,22,3,50,250,125000,43750,0.35,0
0,4,18,22,4,55,100,55000,22000,0.4,0
0,4,18,22,5,50,300,150000,45000,0.3,0
0,4,18,22,0,55,475,261250,91437,0.35,0
0,4,18,22,1,60,275,165000,57750,0.35,0
0,4,18,22,2,60,325,195000,68250,0.35,0
0,4,18,22,3,45,225,101250,35437,0.35,0
0,4,18,22,4,50,125,62500,25000,0.4,0
0,4,18,22,5,65,300,195000,58500,0.3,0
0,4,18,22,0,50,500,250000,87500,0.35,0
0,4,18,22,1,55,350,192500,67375,0.35,0
0,4,18,22,2,55,350,192500,67375,0.35,0
0,4,18,22,3,50,275,137500,48125,0.35,0
0,4,18,22,4,45,175,78749,31499,0.4,0
0,4,18,22,5,60,525,315000,94500,0.3,0
0,4,18,22,0,55,775,426249,149187,0.35,0
0,4,18,22,1,65,650,422499,147874,0.35,0
0,4,18,22,2,80,650,520000,182000,0.35,0
0,4,18,22,3,80,525,420000,147000,0.35,0
0,4,18,22,4,90,400,360000,144000,0.4,0
0,4,18,22,5,105,700,735000,220500,0.3,0
0,4,18,22,0,85,850,722500,252874,0.35,0
0,4,18,22,1,90,700,630000,220500,0.35,0
0,4,18,22,2,90,650,585000,204750,0.35,0
0,4,18,22,3,85,550,467500,163625,0.35,0
0,4,18,22,4,90,600,540000,216000,0.4,0
0,4,18,22,5,105,600,630000,189000,0.3,0
0,4,18,22,0,90,800,720000,251999,0.35,0
0,4,18,22,1,80,775,620000,217000,0.35,0
0,4,18,22,2,70,650,455000,159250,0.35,0
0,4,18,22,3,70,425,297500,104125,0.35,0
0,4,18,22,4,70,425,297500,119000,0.4,0
0,4,18,22,5,75,250,187500,56250,0.3,0
0,4,18,22,0,50,450,225000,78750,0.35,0
0,4,18,22,1,55,450,247500,86625,0.35,0
0,4,18,22,2,50,250,125000,43750,0.35,0
0,4,18,22,3,50,200,100000,35000,0.35,0
0,4,18,22,4,60,225,135000,54000,0.4,0
0,4,18,22,5,45,250,112499,33749,0.3,0
0,4,18,22,0,40,350,140000,49000,0.35,0
0,4,18,22,1,55,525,288750,101062,0.35,0
0,4,18,22,2,50,350,175000,61250,0.35,0
0,4,18,22,3,45,325,146250,51187,0.35,0
0,4,18,22,4,55,300,165000,66000,0.4,0
0,4,18,22,5,60,350,210000,63000,0.3,0
0,4,18,22,0,45,575,258750,90562,0.35,0
0,4,18,22,1,50,650,325000,113750,0.35,0
0,4,18,22,2,45,475,213750,74812,0.35,0
0,4,18,22,3,55,450,247500,86625,0.35,0
0,4,18,22,4,75,425,318750,127500,0.4,0
0,4,18,22,5,80,550,440000,132000,0.3,0
0,4,18,22,0,65,750,487500,170625,0.35,0
0,4,18,22,1,75,750,562500,196875,0.35,0
2,4,18,22,2,70,550,385000,134750,0.35,0
2,4,18,22,3,70,550,385000,134750,0.35,0
2,4,18,22,4,80,475,380000,152000,0.4,0
2,4,18,22,5,85,575,488750,146625,0.3,0
2,4,18,22,0,35,750,262500,131250,0.5,0
2,4,18,22,1,35,550,192500,77000,0.4,0
2,4,18,22,2,25,550,137500,41250,0.3,0
2,4,18,22,3,30,400,119999,41999,0.35,0
2,4,18,22,4,45,450,202500,81000,0.4,0
2,4,18,22,5,35,550,192500,105875,0.55,0
2,4,18,22,0,35,800,280000,140000,0.5,0
2,4,18,22,1,35,450,157500,62999,0.4,0
2,4,18,22,2,25,500,125000,37500,0.3,0
2,3,19,23,3,30,375,112499,39374,0.35,0
2,3,19,23,4,45,450,202500,81000,0.4,0
2,3,19,23,5,35,550,192500,105875,0.55,0
2,3,19,23,0,35,770,269500,134750,0.5,0
2,3,19,23,1,35,450,157500,62999,0.4,0
2,3,19,23,2,25,475,118750,35625,0.3,0
2,3,19,23,3,30,325,97499,34124,0.35,0
2,3,19,23,4,45,375,168750,67500,0.4,0
2,3,19,23,5,35,475,166250,91437,0.55,0
2,3,19,23,0,35,725,253750,126875,0.5,0
2,3,19,23,1,40,425,170000,68000,0.4,0
2,3,19,23,2,30,450,135000,40500,0.3,0
2,3,19,23,3,35,375,131250,45937,0.35,0
2,3,19,23,4,50,400,200000,80000,0.4,0
2,3,19,23,5,40,525,210000,115500,0.55,0
2,3,19,23,0,50,795,397500,198750,0.5,0
2,3,19,23,1,50,500,250000,99999,0.4,0
2,3,19,23,2,45,475,213750,64125,0.3,0
2,3,19,23,3,45,450,202500,70875,0.35,0
2,3,19,23,4,55,475,261249,104499,0.4,0
2,3,19,23,5,60,575,345000,189750,0.55,0
2,3,19,23,0,55,825,453749,226874,0.5,0
2,3,19,23,1,50,575,287500,114999,0.4,0
2,3,19,23,2,45,550,247500,74250,0.3,0
2,3,19,23,3,45,525,236250,82687,0.35,0
2,3,19,23,4,60,525,315000,125999,0.4,0
2,3,19,23,5,65,675,438750,241312,0.55,0
2,3,19,23,0,60,900,540000,270000,0.5,0
2,3,19,23,1,55,650,357500,143000,0.4,0
2,3,19,23,2,50,575,287500,86250,0.3,0
2,3,19,23,3,50,525,262500,91875,0.35,0
2,3,19,23,4,60,550,330000,132000,0.4,0
2,3,19,23,5,65,725,471250,259187,0.55,0
2,3,19,23,0,60,875,525000,262500,0.5,0
2,3,19,23,1,55,650,357500,143000,0.4,0
2,3,19,23,2,45,575,258750,77625,0.3,0
2,3,19,23,3,35,525,183750,64312,0.35,0
2,3,19,23,4,45,500,225000,90000,0.4,0
2,3,19,23,5,50,675,337500,185625,0.55,0
2,3,19,23,0,45,800,360000,180000,0.5,0
2,3,19,23,1,40,600,240000,96000,0.4,0
2,3,19,23,2,35,500,175000,52500,0.3,0
2,3,19,23,3,35,475,166250,58187,0.35,0
2,3,19,23,4,45,475,213750,85500,0.4,0
2,3,19,23,5,50,575,287500,158125,0.55,0
2,3,19,23,0,50,750,375000,187500,0.5,0
2,3,19,23,1,40,575,230000,92000,0.4,0
2,3,19,23,2,40,425,170000,51000,0.3,0
2,3,19,23,3,40,400,160000,56000,0.35,0
2,3,19,23,4,50,400,200000,80000,0.4,0
2,3,19,23,5,55,525,288750,158812,0.55,0
2,3,19,23,0,50,675,337500,168750,0.5,0
2,3,19,23,1,45,500,225000,90000,0.4,0
2,3,19,23,2,45,445,200250,60075,0.3,0
2,3,19,23,3,45,475,213750,74812,0.35,0
2,3,19,23,4,60,450,270000,107999,0.4,0
2,3,19,23,5,65,625,406249,223437,0.55,0
2,3,19,23,0,60,850,510000,255000,0.5,0
2,3,19,23,1,50,650,325000,129999,0.4,0
0,3,19,23,2,50,600,300000,90000,0.3,0
0,3,19,23,3,50,550,275000,96250,0.35,0
0,3,19,23,4,60,550,330000,132000,0.4,0
0,3,19,23,5,65,650,422499,232374,0.55,0
0,3,19,23,0,30,625,187500,75000,0.4,0
0,3,19,23,1,30,425,127500,44625,0.35,0
0,3,19,23,2,20,425,85000,29749,0.35,0
0,3,19,23,3,25,275,68750,27500,0.4,0
0,3,19,23,4,40,325,130000,45500,0.35,0
0,3,19,23,5,30,425,127500,63750,0.5,0
0,3,19,23,0,30,675,202500,81000,0.4,0
0,3,19,23,1,30,325,97500,34125,0.35,0
0,3,19,23,2,20,375,75000,26250,0.35,0
0,3,20,24,3,25,250,62500,25000,0.4,0
0,3,20,24,4,40,325,130000,45500,0.35,0
0,3,20,24,5,30,400,120000,60000,0.5,0
0,3,20,24,0,35,620,217000,86800,0.4,0
0,3,20,24,1,35,300,105000,36750,0.35,0
0,3,20,24,2,25,350,87500,30625,0.35,0
0,3,20,24,3,30,200,60000,24000,0.4,0
0,3,20,24,4,45,250,112500,39375,0.35,0
0,3,20,24,5,35,350,122500,61250,0.5,0
0,3,20,24,0,35,575,201250,80500,0.4,0
0,3,20,24,1,30,275,82500,28875,0.35,0
0,3,20,24,2,20,275,55000,19250,0.35,0
0,3,20,24,3,25,200,50000,20000,0.4,0
0,3,20,24,4,40,225,90000,31499,0.35,0
0,3,20,24,5,30,350,105000,52500,0.5,0
0,3,20,24,0,40,620,248000,99200,0.4,0
0,3,20,24,1,35,325,113750,39812,0.35,0
0,3,20,24,2,30,300,90000,31500,0.35,0
0,3,20,24,3,30,225,67500,27000,0.4,0
0,3,20,24,4,45,250,112499,39374,0.35,0
0,3,20,24,5,50,350,174999,87499,0.5,0
0,3,20,24,0,35,600,210000,84000,0.4,0
0,3,20,24,1,30,350,105000,36750,0.35,0
0,3,20,24,2,25,375,93750,32812,0.35,0
0,3,20,24,3,25,350,87500,35000,0.4,0
0,3,20,24,4,40,350,140000,49000,0.35,0
0,3,20,24,5,45,525,236250,118125,0.5,0
0,3,20,24,0,40,750,300000,120000,0.4,0
0,3,20,24,1,35,500,175000,61250,0.35,0
0,3,20,24,2,30,425,127500,44625,0.35,0
0,3,20,24,3,30,375,112500,45000,0.4,0
0,3,20,24,4,40,375,150000,52500,0.35,0
0,3,20,24,5,45,550,247500,123750,0.5,0
0,3,20,24,0,40,700,280000,112000,0.4,0
0,3,20,24,1,40,475,190000,66500,0.35,0
0,3,20,24,2,35,400,140000,49000,0.35,0
0,3,20,24,3,25,325,81250,32500,0.4,0
0,3,20,24,4,35,300,105000,36750,0.35,0
0,3,20,24,5,40,475,190000,95000,0.5,0
0,3,20,24,0,35,600,210000,84000,0.4,0
0,3,20,24,1,30,400,120000,42000,0.35,0
0,3,20,24,2,15,300,45000,15750,0.35,0
0,3,20,24,3,15,275,41250,16500,0.4,0
0,3,20,24,4,25,275,68750,24062,0.35,0
0,3,20,24,5,30,350,105000,52500,0.5,0
0,3,20,24,0,35,525,183750,73500,0.4,0
0,3,20,24,1,25,350,87500,30624,0.35,0
0,3,20,24,2,25,250,62500,21875,0.35,0
0,3,20,24,3,25,225,56250,22500,0.4,0
0,3,20,24,4,35,225,78750,27562,0.35,0
0,3,20,24,5,40,350,139999,69999,0.5,0
0,3,20,24,0,35,500,175000,70000,0.4,0
0,3,20,24,1,25,350,87500,30625,0.35,0
0,3,20,24,2,25,295,73750,25812,0.35,0
0,3,20,24,3,25,325,81250,32500,0.4,0
0,3,20,24,4,45,300,134999,47249,0.35,0
0,3,20,24,5,50,400,199999,99999,0.5,0
0,3,20,24,0,45,650,292499,116999,0.4,0
0,3,20,24,1,35,450,157500,55125,0.35,0
3,3,20,24,2,35,400,140000,49000,0.35,0
3,3,20,24,3,35,350,122500,49000,0.4,0
3,3,20,24,4,45,350,157499,55124,0.35,0
3,3,20,24,5,50,450,224999,112499,0.5,0
3,3,20,24,0,25,675,168750,67500,0.4,0
3,3,20,24,1,25,475,118750,41562,0.35,0
3,3,20,24,2,15,475,71250,24937,0.35,0
3,3,20,24,3,20,325,65000,26000,0.4,0
3,3,20,24,4,35,375,131250,45937,0.35,0
3,3,20,24,5,25,475,118750,59375,0.5,0
3,3,20,24,0,25,725,181250,72500,0.4,0
3,3,20,24,1,25,375,93750,32812,0.35,0
3,3,20,24,2,15,425,63750,22312,0.35,0
3,2,21,25,3,20,300,60000,24000,0.4,0
3,2,21,25,4,35,375,131250,45937,0.35,0
3,2,21,25,5,25,450,112500,56250,0.5,0
3,2,21,25,0,30,670,201000,80400,0.4,0
3,2,21,25,1,30,350,105000,36750,0.35,0
3,2,21,25,2,20,400,80000,28000,0.35,0
3,2,21,25,3,25,250,62500,25000,0.4,0
3,2,21,25,4,40,300,120000,42000,0.35,0
3,2,21,25,5,30,400,120000,60000,0.5,0
3,2,21,25,0,30,625,187500,75000,0.4,0
3,2,21,25,1,25,325,81250,28437,0.35,0
3,2,21,25,2,15,325,48750,17062,0.35,0
3,2,21,25,3,20,250,50000,20000,0.4,0
3,2,21,25,4,35,275,96250,33687,0.35,0
3,2,21,25,5,25,400,100000,50000,0.5,0
3,2,21,25,0,35,670,234500,93800,0.4,0
3,2,21,25,1,30,375,112500,39375,0.35,0
3,2,21,25,2,25,350,87500,30625,0.35,0
3,2,21,25,3,25,275,68750,27500,0.4,0
3,2,21,25,4,40,300,120000,42000,0.35,0
3,2,21,25,5,45,400,179999,89999,0.5,0
3,2,21,25,0,30,650,195000,78000,0.4,0
3,2,21,25,1,25,400,100000,35000,0.35,0
3,2,21,25,2,20,425,85000,29750,0.35,0
3,2,21,25,3,20,400,80000,32000,0.4,0
3,2,21,25,4,35,400,140000,49000,0.35,0
3,2,21,25,5,40,575,230000,115000,0.5,0
3,2,21,25,0,35,800,280000,112000,0.4,0
3,2,21,25,1,30,550,165000,57750,0.35,0
3,2,21,25,2,25,475,118750,41562,0.35,0
3,2,21,25,3,25,425,106250,42500,0.4,0
3,2,21,25,4,35,425,148750,52062,0.35,0
3,2,21,25,5,40,600,240000,120000,0.5,0
3,2,21,25,0,35,750,262500,105000,0.4,0
3,2,21,25,1,35,525,183750,64312,0.35,0
3,2,21,25,2,30,450,135000,47250,0.35,0
3,2,21,25,3,20,375,75000,30000,0.4,0
3,2,21,25,4,30,350,105000,36750,0.35,0
3,2,21,25,5,35,525,183750,91875,0.5,0
3,2,21,25,0,30,650,195000,78000,0.4,0
3,2,21,25,1,25,450,112500,39375,0.35,0
3,2,21,25,2,10,350,35000,12250,0.35,0
3,2,21,25,3,10,325,32500,13000,0.4,0
3,2,21,25,4,20,325,65000,22750,0.35,0
3,2,21,25,5,25,400,100000,50000,0.5,0
3,2,21,25,0,30,575,172500,69000,0.4,0
3,2,21,25,1,20,400,80000,28000,0.35,0
3,2,21,25,2,20,300,60000,21000,0.35,0
3,2,21,25,3,20,275,55000,22000,0.4,0
3,2,21,25,4,30,275,82500,28874,0.35,0
3,2,21,25,5,35,400,139999,69999,0.5,0
3,2,21,25,0,30,550,165000,66000,0.4,0
3,2,21,25,1,20,400,80000,28000,0.35,0
3,2,21,25,2,20,345,69000,24150,0.35,0
3,2,21,25,3,20,375,75000,30000,0.4,0
3,2,21,25,4,40,350,140000,49000,0.35,0
3,2,21,25,5,45,450,202499,101249,0.5,0
3,2,21,25,0,40,700,280000,112000,0.4,0
3,2,21,25,1,30,500,150000,52500,0.35,0
3,2,21,25,2,30,450,135000,47250,0.35,0
3,2,21,25,3,30,400,120000,48000,0.4,0
3,2,21,25,4,40,400,160000,56000,0.35,0
3,2,21,25,5,45,500,224999,112499,0.5,0
3,2,21,25,0,30,350,105000,36750,0.35,0
3,2,21,25,1,40,350,140000,49000,0.35,0
3,2,21,25,2,40,350,140000,49000,0.35,0
3,2,21,25,3,40,200,80000,28000,0.35,0
3,2,21,25,4,45,150,67500,27000,0.4,0
3,2,21,25,5,40,400,160000,48000,0.3,0
3,2,21,25,0,30,450,135000,47250,0.35,0
3,2,21,25,1,40,350,140000,49000,0.35,0
3,2,21,25,2,40,350,140000,49000,0.35,0
3,2,22,16,3,40,200,80000,28000,0.35,0
3,2,22,16,4,45,125,56250,22500,0.4,0
3,2,22,16,5,40,325,130000,39000,0.3,0
3,2,22,16,0,40,475,190000,66500,0.35,0
3,2,22,16,1,50,325,162500,56875,0.35,0
3,2,22,16,2,55,350,192499,67374,0.35,0
3,2,22,16,3,50,250,125000,43750,0.35,0
